,lat,long,Park,Dog,Riverside,DrinkingFountains,Airquality,RunningTrack,Safety,address,neighborhood
1,40.749937,-74.009546,1,0,1,0,2,1,5,"63 Chelsea Piers, New York, NY 10011, USA",NA
2,40.748933,-74.007083,1,1,0,0,2,0,3,"184 11th Ave, New York, NY 10011, USA",Midtown
3,40.747716,-74.004178,0,0,0,0,2,0,3,"221 10th Ave, New York, NY 10011, USA",Midtown
4,40.746479,-74.00139,0,0,0,0,2,0,2,"211 9th Ave, New York, NY 10011, USA",Midtown
5,40.745316,-73.998537,0,0,0,0,2,0,2,"300 W 23rd St, New York, NY 10011, USA",Midtown
6,40.743426,-73.996202,0,0,0,0,2,0,2,"212 W 22nd St, New York, NY 10011, USA",Midtown
7,40.741617,-73.99374,0,0,0,0,2,0,2,"64 W 21st St, New York, NY 10010, USA",Midtown
8,40.740282,-73.990571,1,0,0,0,2,0,1,"1 W 21st St, New York, NY 10010, USA",Midtown
9,40.740221,-73.986443,0,0,0,0,2,0,2,"46A E 23rd St, New York, NY 10010, USA",Midtown
10,40.738837,-73.98318,0,0,0,0,2,0,2,"162 E 23rd St, New York, NY 10010, USA",Midtown
11,40.737871,-73.981013,0,0,0,0,2,0,2,"395 2nd Ave, New York, NY 10010, USA",Midtown
12,40.736895,-73.978513,0,0,0,0,1,0,2,"394 1st Avenue, New York, NY 10010, USA",Midtown
13,40.735348,-73.974583,1,0,1,0,1,1,4,"E 23rd St, New York, NY 10010, USA",Midtown
14,40.731833,-73.973615,1,0,1,0,1,1,4,"E River Bikeway, New York, NY 10009, USA",Stuyvesant Town
15,40.732625,-73.977277,0,0,0,0,1,0,4,"524 20th St Loop, New York, NY 10009, USA",Midtown
16,40.734381,-73.980324,0,0,0,0,1,0,3,"320-330 1st Avenue, New York, NY 10009, USA",Midtown
17,40.735446,-73.982717,0,0,0,0,2,0,1,"245-299 E 19th St, New York, NY 10003, USA",Midtown
18,40.736389,-73.984991,0,0,0,0,2,0,1,"150 E 19th St, New York, NY 10003, USA",Midtown
19,40.737706,-73.988135,0,0,0,0,2,0,2,"98 E 19th St, New York, NY 10003, USA",Midtown
20,40.739104,-73.991354,0,0,0,0,2,0,2,"119 5th Ave, New York, NY 10003, USA",Midtown
21,40.74047,-73.994626,0,0,0,0,2,0,2,"101-111 W 19th St, New York, NY 10011, USA",Midtown
22,40.741616,-73.997458,0,0,0,0,2,0,1,"151 7th Ave, New York, NY 10011, USA",Midtown
23,40.742835,-74.000291,0,0,0,0,2,0,1,"175 8th Ave, New York, NY 10011, USA",Midtown
24,40.744087,-74.003231,0,0,0,0,2,0,3,"401 W 19th St, New York, NY 10011, USA",Midtown
25,40.745266,-74.005956,0,0,0,0,2,0,3,"153 10th Ave, New York, NY 10011, USA",Midtown
26,40.746371,-74.009346,0,0,1,0,2,1,5,"60 Chelsea Piers, New York, NY 10011, USA",NA
27,40.743307,-74.008896,1,0,1,0,2,1,4,"57 Hudson River Greenway, New York, NY 10011, USA",NA
28,40.741684,-74.004979,0,0,0,0,2,0,1,"401 W 15th St, New York, NY 10011, USA",Midtown
29,40.740424,-74.002082,0,0,0,0,2,0,1,"85-101 8th Ave, New York, NY 10011, USA",Midtown
30,40.739229,-73.999207,0,0,0,0,2,0,2,"74 7th Ave, New York, NY 10011, USA",Midtown
31,40.741684,-74.004979,0,0,0,0,2,0,1,"401 W 15th St, New York, NY 10011, USA",Midtown
32,40.736668,-73.993188,0,0,0,0,2,0,2,"96 5th Ave, New York, NY 10011, USA",Midtown
33,40.735351,-73.989948,1,1,0,1,2,0,1,"24 Union Square E, New York, NY 10003, USA",Midtown
34,40.734018,-73.986708,0,0,0,0,2,0,2,"199 E 15th St, New York, NY 10003, USA",Midtown
35,40.733018,-73.984444,1,0,0,0,2,0,2,"237-249 2nd Ave, New York, NY 10003, USA",Midtown
36,40.731961,-73.981923,0,0,0,0,1,0,2,"353 E 15th St, New York, NY 10003, USA",Midtown
37,40.730945,-73.978543,0,0,0,0,1,0,4,"523 14th St Loop, New York, NY 10009, USA",Midtown
38,40.729132,-73.975163,0,0,0,0,1,0,4,"701 E 15th St, New York, NY 10009, USA",Midtown
39,40.727628,-73.97158,0,0,1,0,1,1,5,"E River Bikeway, New York, NY 10009, USA",NA
40,40.724669,-73.97277,1,0,1,1,4,1,4,"E River Bikeway, New York, NY 10009, USA",Lower Manhattan
41,40.725459,-73.974738,0,0,0,0,4,0,3,"164 Avenue D, New York, NY 10009, USA",Lower Manhattan
42,40.726494,-73.977139,0,0,0,0,4,0,3,"647 E 11th St, New York, NY 10009, USA",East Village
43,40.727451,-73.979468,0,0,0,0,4,0,2,"176 Avenue B, New York, NY 10009, USA",Lower Manhattan
44,40.72844,-73.981805,0,0,0,0,4,0,2,"435-499 E 11th St, New York, NY 10009, USA",East Village
45,40.729365,-73.984012,1,0,0,0,4,0,2,"179 1st Avenue, New York, NY 10003, USA",Lower Manhattan
46,40.731326,-73.988629,0,0,0,0,4,0,1,"198 E 11th St, New York, NY 10003, USA",East Village
47,40.732442,-73.991308,0,0,0,0,4,0,2,"80 E 11th St, New York, NY 10003, USA",Lower Manhattan
48,40.734024,-73.995063,0,0,0,0,4,0,3,"12 E 11th St, New York, NY 10003, USA",Lower Manhattan
49,40.735385,-73.998307,0,0,0,0,4,0,3,"100 W 11th St, New York, NY 10011, USA",Lower Manhattan
50,40.736558,-74.001207,0,0,0,0,4,0,2,"192 7th Ave S, New York, NY 10014, USA",Lower Manhattan
51,40.737879,-74.004597,0,0,0,0,4,0,3,"23 8th Ave, New York, NY 10014, USA",Lower Manhattan
52,40.739312,-74.008114,0,0,0,0,4,0,2,"812 Washington St, New York, NY 10014, USA",Lower Manhattan
53,40.738169,-74.010272,1,0,1,0,4,1,4,"Hudson River Greenway, New York, NY 10014, USA",Lower Manhattan
54,40.735871,-74.006082,1,0,0,0,4,0,3,"301-303 W 11th St, New York, NY 10014, USA",Lower Manhattan
55,40.734655,-74.002299,0,0,0,0,4,0,1,"140 7th Ave S, New York, NY 10014, USA",Lower Manhattan
56,40.732256,-73.998729,1,0,0,0,4,0,2,"100-106 Waverly Pl, New York, NY 10011, USA",Lower Manhattan
57,40.730751,-73.995605,1,0,0,0,4,0,2,"3 Washington Square N, New York, NY 10012, USA",Lower Manhattan
58,40.729144,-73.992144,0,0,0,0,4,0,2,"432 Lafayette St, New York, NY 10003, USA",Lower Manhattan
59,40.728026,-73.988257,0,0,0,0,4,0,1,"45 E 7th St, New York, NY 10003, USA",Lower Manhattan
60,40.726967,-73.985885,0,0,0,0,4,0,2,"88 E 7th St, New York, NY 10009, USA",Lower Manhattan
61,40.72508,-73.981284,0,0,0,0,4,0,3,"182 E 7th St, New York, NY 10009, USA",Lower Manhattan
62,40.723097,-73.976557,0,0,0,0,4,0,3,"280-298 E 7th St, New York, NY 10009, USA",Lower Manhattan
63,40.721826,-73.972723,1,0,1,0,4,1,5,"East River Promenade, New York, NY 10002, USA",NA
64,40.718915,-73.973527,1,0,1,0,4,1,5,"East River Promenade, New York, NY 10002, USA",NA
65,40.720695,-73.978286,0,0,0,0,4,0,3,"326-398 E 3rd St, New York, NY 10009, USA",Alphabet City
66,40.722706,-73.983045,0,0,0,0,4,0,2,"200-208 E 3rd St, New York, NY 10009, USA",East Village
67,40.724582,-73.987498,0,0,0,0,4,0,2,"98 E 3rd St, New York, NY 10003, USA",East Village
68,40.72639,-73.99176,0,0,0,0,4,0,2,"3 E 3rd St, New York, NY 10003, USA",East Village
69,40.727918,-73.994796,0,0,0,0,4,0,2,"1 W 3rd St, New York, NY 10012, USA",Lower Manhattan
70,40.729339,-73.997897,0,0,0,0,4,0,2,"566 LaGuardia Pl, New York, NY 10012, USA",Lower Manhattan
71,40.73103,-74.00145,1,0,0,0,4,0,1,"304-318 6th Ave, New York, NY 10014, USA",Lower Manhattan
72,40.732135,-74.003755,0,0,0,0,4,0,1,"74 7th Ave S, New York, NY 10014, USA",Lower Manhattan
73,40.732942,-74.006876,0,0,0,0,4,0,2,"132-144 Christopher St, New York, NY 10014, USA",Lower Manhattan
74,40.733612,-74.010521,1,0,1,0,4,1,4,"Hudson River Greenway, New York, NY 10014, USA",Lower Manhattan
75,40.729158,-74.010937,1,0,1,0,4,1,4,"331-347 W Houston St, New York, NY 10014, USA",Lower Manhattan
76,40.727974,-74.006067,0,0,0,0,4,0,3,"59-159 King St, New York, NY 10014, USA",Lower Manhattan
77,40.726525,-74.002395,0,0,0,0,4,0,2,"189-191 Prince St, New York, NY 10012, USA",Lower Manhattan
78,40.723898,-73.99696,0,0,0,0,4,0,1,"69 Prince St, New York, NY 10012, USA",Lower Manhattan
79,40.722475,-73.99329,0,0,0,0,4,0,2,"232 Bowery, New York, NY 10012, USA",Lower Manhattan
80,40.721566,-73.989087,0,0,0,0,4,0,1,"172-176 Allen St, New York, NY 10002, USA",Lower Manhattan
81,40.720256,-73.98455,0,0,0,0,4,0,2,"163-167 Stanton St, New York, NY 10002, USA",Lower Manhattan
82,40.718749,-73.979346,1,0,0,0,4,0,3,"100-110 Columbia St, New York, NY 10002, USA",Lower East Side
83,40.717369,-73.974991,1,0,1,0,4,1,4,"E River Bikeway, New York, NY 10019, USA",Lower East Side
84,40.712788,-73.975998,1,0,1,0,4,1,5,"East River Promenade, New York, NY 10002, USA",Lower East Side
85,40.713967,-73.980008,0,0,0,0,4,0,4,"559 Grand St, New York, NY 10002, USA",Lower East Side
86,40.715225,-73.984148,0,0,0,0,4,0,3,"464-466 Grand St, New York, NY 10002, USA",Lower East Side
87,40.716667,-73.989009,0,0,0,0,4,0,3,"354-366 Grand St, New York, NY 10002, USA",Lower East Side
88,40.718457,-73.994828,1,0,0,0,4,0,2,"122 Bowery, New York, NY 10013, USA",Lower Manhattan
89,40.71936,-73.997336,0,0,0,0,4,0,3,"157 Mulberry St, New York, NY 10013, USA",Lower Manhattan
90,40.720823,-74.000701,0,0,0,0,4,0,2,"459 Broadway, New York, NY 10013, USA",Lower Manhattan
91,40.722406,-74.003865,0,0,0,0,4,0,3,"45 Grand St, New York, NY 10013, USA",Lower Manhattan
92,40.723754,-74.006149,1,0,0,0,4,0,3,"71-77 Watts St, New York, NY 10013, USA",Lower Manhattan
93,40.726454,-74.011331,1,0,1,0,4,1,5,"Hudson River Greenway, New York, NY 10014, USA",Lower Manhattan
94,40.721851,-74.012482,1,0,1,0,4,1,5,"2 New York Plaza, New York, NY 10013, USA",NA
95,40.717926,-74.007339,0,0,0,0,4,0,3,"170-176 W Broadway, New York, NY 10013, USA",Lower Manhattan
96,40.715131,-74.002204,1,0,0,0,4,0,3,"67-73 Centre St, New York, NY 10013, USA",Lower Manhattan
97,40.714556,-73.997146,1,0,0,0,4,0,2,"5 Bowery, New York, NY 10002, USA",Lower Manhattan
98,40.713453,-73.990091,0,0,0,0,4,0,2,"1-17 Rutgers St, New York, NY 10002, USA",Lower Manhattan
99,40.71029,-73.986237,1,0,1,0,4,1,4,"E River Bikeway, New York, NY 10002, USA",Lower East Side
100,40.707446,-74.00094,1,0,1,0,4,1,4,"FDR Drive & S St Viaduct & Pearl St, New York, NY 10038, USA",Lower Manhattan
101,40.708694,-74.005842,0,0,0,0,4,0,2,"40 Gold St, New York, NY 10038, USA",Lower Manhattan
102,40.709893,-74.010002,0,0,0,0,4,0,1,"169 Broadway, New York, NY 10006, USA",Lower Manhattan
103,40.711537,-74.015871,1,0,1,0,4,1,4,"393 South End Ave, New York, NY 10280, USA",Lower Manhattan
104,40.708462,-74.017504,1,0,1,0,4,1,4,"71 South End Ave, New York, NY 10280, USA",Lower Manhattan
105,40.704284,-74.01707,1,0,1,0,4,1,4,"New York Korean War Veterans Memorial, New York, NY 10004, USA",Lower Manhattan
106,40.701285,-74.012503,1,0,1,0,4,1,3,"Shrine of St. Elizabeth Ann Bayley Seton, New York, NY 10004, USA",Lower Manhattan
107,40.703065,-74.008445,1,0,1,0,4,1,4,"55 Water Street, New York, NY 10004, USA",Lower Manhattan
108,40.706315,-74.009517,0,0,0,0,4,0,2,"42 William St, New York, NY 10005, USA",Lower Manhattan
109,40.70852,-74.012633,0,0,0,0,4,0,3,"74 Trinity Pl, New York, NY 10006, USA",Lower Manhattan
110,40.750237,-74.008655,1,0,1,0,2,1,5,"Hudson River Greenway, New York, NY 10011, USA",NA
111,40.748355,-74.003693,0,0,0,0,2,0,3,"235 10th Ave, New York, NY 10011, USA",Midtown
112,40.747168,-74.000839,0,0,0,0,2,0,2,"398 W 24th St, New York, NY 10011, USA",Midtown
113,40.74477,-73.995174,0,0,0,0,2,0,2,"201 W 24th St, New York, NY 10011, USA",Midtown
114,40.742331,-73.989018,1,1,0,1,1,1,2,"200 5th Ave, New York, NY 10010, USA",Midtown
115,40.742276,-73.987216,1,0,0,1,1,1,2,"38 Madison Ave, New York, NY 10010, USA",Midtown
116,40.739496,-73.982675,0,0,0,0,1,0,2,"198 E 24th St, New York, NY 10010, USA",Midtown
117,40.735989,-73.975163,1,0,1,0,1,0,4,"2347-2385 FDR Drive, New York, NY 10010, USA",Midtown
118,40.751816,-74.008197,1,0,1,0,2,1,4,"Hudson River Greenway, New York, NY 10011, USA",NA
119,40.749839,-74.003374,1,0,0,0,2,1,1,"506 W 26th St, New York, NY 10001, USA",Midtown
120,40.748427,-73.999997,0,0,0,0,2,0,2,"401-421 W 26th St, New York, NY 10001, USA",Midtown
121,40.746001,-73.994276,0,0,0,0,2,0,1,"280 7th Ave, New York, NY 10001, USA",Midtown
122,40.743451,-73.988238,1,0,0,0,1,1,2,"2-8 W 26th St, New York, NY 10010, USA",Midtown
123,40.742768,-73.986594,1,0,0,0,1,1,2,"29 Madison Ave, New York, NY 10010, USA",Midtown
124,40.739236,-73.978204,1,0,0,0,1,0,3,"Mt Carmel Pl, New York, NY 10016, USA",Midtown
125,40.736619,-73.972732,0,0,1,0,1,1,5,"Waterside Plaza Access Rd, New York, NY 10016, USA",Midtown
126,40.753207,-74.007679,1,0,1,0,2,1,5,"Hudson River Greenway, New York, NY 10011, USA",NA
127,40.750822,-74.001896,1,0,0,0,2,0,3,"310 10th Ave, New York, NY 10001, USA",Midtown
128,40.748433,-73.996207,0,0,0,0,2,0,2,"300-308 W 28th St, New York, NY 10001, USA",Midtown
129,40.747267,-73.993385,0,0,0,0,2,0,1,"201-203 W 28th St, New York, NY 10001, USA",Midtown
130,40.744678,-73.987312,0,0,0,0,1,0,1,"246 5th Ave, New York, NY 10001, USA",Midtown
131,40.74265,-73.982463,0,0,0,0,1,0,2,"120 Lexington Ave, New York, NY 10016, USA",Midtown
132,40.740451,-73.977281,1,0,0,0,1,0,2,"342 E 28th St, New York, NY 10016, USA",Midtown
133,40.738878,-73.972721,0,0,1,0,1,0,4,"East River Esplanade, New York, NY 10010, USA",Midtown
134,40.754622,-74.006983,0,0,1,0,2,0,5,"Hudson River Greenway, New York, NY 10011, USA",NA
135,40.75207,-74.00105,0,0,0,0,2,0,4,"500 W 30th St, New York, NY 10001, USA",Midtown
136,40.749664,-73.995305,0,0,0,0,2,0,2,"400 8th Ave, New York, NY 10001, USA",Midtown
137,40.748473,-73.992467,0,0,0,0,2,0,1,"362 7th Ave, New York, NY 10001, USA",Midtown
138,40.745917,-73.986389,0,0,0,0,1,0,2,"1 E 30th St, New York, NY 10016, USA",Midtown
139,40.74165,-73.978176,1,0,0,0,1,0,2,"301 E 29th St, New York, NY 10016, USA",Midtown
140,40.743869,-73.981566,0,0,0,0,1,0,2,"158 Lexington Ave, New York, NY 10016, USA",Midtown
141,40.74004,-73.972482,0,0,1,0,1,0,5,"East River Esplanade, New York, NY 10010, USA",Kips Bay
142,40.75704,-74.005307,0,0,1,0,2,0,5,"Hudson River Greenway, New York, NY, USA",NA
143,40.755175,-74.000511,1,0,0,0,2,0,4,"553 W 34th St, New York, NY 10001, USA",Midtown
144,40.753399,-73.996311,0,0,0,0,2,0,2,"398 W 34th St, New York, NY 10001, USA",Midtown
145,40.751018,-73.990627,0,0,0,0,2,0,1,"469 7th Avenue, New York, NY 10018, USA",Midtown
146,40.748462,-73.984561,0,0,0,0,1,0,1,"352-358 5th Ave, New York, NY 10001, USA",Midtown
147,40.746387,-73.979744,0,0,0,0,1,0,2,"134 E 34th St, New York, NY 10016, USA",Midtown
148,40.74379,-73.973519,1,0,0,0,1,0,3,"351-399 E 34th St, New York, NY 10016, USA",Midtown
149,40.743229,-73.971843,0,0,1,0,1,0,4,"E River Esplanade, New York, NY 10016, USA",NA
150,40.756593,-73.999926,1,0,0,0,2,0,4,"533 W 36th St, New York, NY 10018, USA",Midtown
151,40.755878,-73.998231,0,0,0,0,2,0,3,"504 W 36th St, New York, NY 10018, USA",Midtown
152,40.75348,-73.992545,0,0,0,0,2,0,1,"300 W 36th St, New York, NY 10018, USA",Midtown
153,40.752285,-73.989734,0,0,0,0,2,0,1,"200 W 36th St, New York, NY 10018, USA",Midtown
154,40.749749,-73.98364,0,0,0,0,1,0,1,"392 5th Ave, New York, NY 10018, USA",Midtown
155,40.747717,-73.978812,0,0,0,0,1,0,3,"135 E 36th St, New York, NY 10016, USA",Midtown
156,40.745791,-73.97436,1,0,0,1,1,0,3,"301-399 E 36th St, New York, NY 10016, USA",Midtown
157,40.744444,-73.970777,1,0,1,0,1,0,5,"E River Esplanade, New York, NY 10016, USA",NA
158,40.759527,-73.999286,0,0,0,0,2,0,4,"608 W 40th St, New York, NY 10018, USA",Midtown
159,40.755927,-73.994522,0,0,0,0,2,0,2,"401 W 38th St, New York, NY 10018, USA",Hell's Kitchen
160,40.754708,-73.991679,0,0,0,0,2,0,1,"300 W 38th St, New York, NY 10018, USA",Midtown
161,40.753521,-73.988814,0,0,0,0,2,0,1,"200 W 38th St, New York, NY 10018, USA",Midtown
162,40.750985,-73.982763,0,0,0,0,1,0,1,"1 W 38th St, New York, NY 10018, USA",Midtown
163,40.748896,-73.977914,0,0,0,0,1,0,3,"310-312 Lexington Ave, New York, NY 10016, USA",Midtown
164,40.747327,-73.974095,0,0,0,0,1,0,3,"242-298 E 38th St, New York, NY 10016, USA",Midtown
165,40.746321,-73.971702,0,0,0,0,1,0,4,"333e E 38th St, New York, NY 10016, USA",Midtown
166,40.758327,-73.996423,0,0,0,0,2,0,3,"503 W 40th St, New York, NY 10018, USA",Midtown
167,40.757157,-73.993607,0,0,0,0,2,0,2,"400-402 W 40th St, New York, NY 10018, USA",Midtown
168,40.756007,-73.990687,0,0,0,0,2,0,1,"619-623 8th Ave, New York, NY 10018, USA",Midtown
169,40.754747,-73.987904,0,0,0,0,2,0,1,"558 Fashion Ave, New York, NY 10018, USA",Midtown
170,40.753553,-73.985052,1,0,0,0,1,0,2,"100 W 40th St, New York, NY 10018, USA",Midtown
171,40.750832,-73.978636,0,0,0,0,1,0,2,"98 E 40th St, New York, NY 10016, USA",Midtown
172,40.749507,-73.975391,0,0,0,0,1,0,2,"199 E 40th St, New York, NY 10016, USA",Midtown
173,40.748101,-73.970155,1,0,1,0,1,0,4,"370-398 E 41st St, New York, NY 10017, USA",Midtown
174,40.762126,-74.001488,0,0,1,0,2,0,5,"2005 Hudson River Greenway, New York, NY 10036, USA",Midtown
175,40.759667,-73.995436,0,0,0,0,2,0,3,"576 10th Ave, New York, NY 10036, USA",Hell's Kitchen
176,40.757242,-73.989782,0,0,0,0,2,0,1,"660 8th Ave, New York, NY 10036, USA",Midtown
177,40.756039,-73.98696,0,0,0,0,2,0,1,"200 W 42nd St, New York, NY 10036, USA",Midtown
178,40.754848,-73.98415,1,0,0,1,1,0,2,"100 W 42nd St, New York, NY 10036, USA",Midtown
179,40.751512,-73.976177,0,0,0,0,1,0,1,"105 E 42nd St, New York, NY 10017, USA",Midtown
180,40.749854,-73.972207,0,0,0,0,1,0,3,"785 2nd Ave, New York, NY 10017, USA",Midtown
181,40.748707,-73.969715,1,0,1,1,1,0,4,"41-89 E 42nd St, New York, NY 10017, USA",Midtown
182,40.76337,-73.999905,1,1,1,0,2,0,5,"2005 Hudson River Greenway, New York, NY 10036, USA",Midtown
183,40.760924,-73.994535,0,0,0,0,2,0,3,"501 W 44th St, New York, NY 10036, USA",Midtown
184,40.759738,-73.991687,0,0,0,0,2,0,2,"622 9th Ave, New York, NY 10036, USA",Midtown
185,40.757357,-73.986022,0,0,0,0,2,0,1,"199 W 44th St, New York, NY 10036, USA",Midtown
186,40.756167,-73.983164,0,0,0,0,1,0,1,"1139 6th Ave, New York, NY 10036, USA",Midtown
187,40.754111,-73.978376,0,0,0,0,1,0,2,"30 E 44th St, New York, NY 10017, USA",Midtown
188,40.752713,-73.975157,0,0,0,0,1,0,2,"420-436 Lexington Ave, New York, NY 10170, USA",Midtown East
189,40.75112,-73.971262,0,0,0,0,1,0,2,"279 E 44th St, New York, NY 10017, USA",Midtown
190,40.764397,-73.998914,0,0,1,0,2,0,3,"Hudson River Greenway, New York, NY 10036, USA",Midtown
191,40.762828,-73.993146,1,0,0,0,2,0,3,"670 10th Ave, New York, NY 10036, USA",Hell's Kitchen
192,40.761,-73.99084,0,0,0,0,2,0,2,"400-402 W 46th St, New York, NY 10036, USA",Midtown
193,40.758603,-73.985068,0,0,0,0,2,0,1,"7th Ave, New York, NY 10036, USA",Midtown
194,40.756054,-73.979076,0,0,0,0,1,0,1,"2 W 46th St, New York, NY 10036, USA",Midtown
195,40.75403,-73.974184,0,0,0,0,1,0,3,"476 Lexington Ave, New York, NY 10017, USA",Midtown East
196,40.753336,-73.972623,0,0,0,0,1,0,2,"182-198 E 46th St, New York, NY 10017, USA",Midtown
197,40.751377,-73.96802,0,0,0,0,1,0,4,"344-398 E 46th St, New York, NY 10017, USA",Midtown
198,40.763412,-73.992708,1,0,0,0,2,0,3,"684 10th Ave, New York, NY 10036, USA",Hell's Kitchen
199,40.767159,-73.993749,1,0,0,0,2,0,3,"601 W 52nd St, New York, NY 10019, USA",Midtown
200,40.767246,-73.986227,1,0,0,0,2,0,2,"400 W 56th St, New York, NY 10019, USA",Midtown
201,40.76794,-73.985755,1,0,0,0,2,0,2,"400 W 57th St, New York, NY 10019, USA",Midtown
